,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
177,2,3,2,2,2,2,1,1,1,1,1,2,1,1,2,1,2,0,2,2,2,1,1,1,1,2,2,2,3,0,3,1,2,1,2,2,0,0
178,2,3,2,2,1,2,2,1,1,2,1,2,1,2,2,1,1,0,2,2,3,1,1,2,1,1,2,1,3,0,3,1,2,1,2,2,0,0
179,2,3,2,2,2,2,2,1,1,2,1,2,1,2,2,2,2,1,2,0,1,2,1,2,4,2,2,2,3,0,3,1,2,2,2,2,0,0
180,2,3,1,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,0,3,1,2,1,2,2,0,0
181,2,3,2,2,2,2,1,1,1,2,1,2,1,1,2,1,1,0,2,2,1,2,1,2,1,1,2,1,1,0,3,1,2,2,2,2,0,0
182,2,3,2,2,2,2,3,1,1,2,2,2,1,1,2,1,2,0,2,0,2,1,1,1,1,1,2,2,1,0,3,1,2,1,1,2,0,0
183,2,3,2,1,2,2,3,1,1,1,1,2,1,1,2,3,1,1,2,2,2,1,1,1,1,1,2,1,1,0,3,1,2,2,2,2,0,0
184,2,3,3,2,1,2,1,2,1,2,1,1,2,1,2,1,1,0,2,2,2,2,1,2,1,3,2,2,4,0,3,1,3,1,1,2,0,0
185,2,3,1,2,1,2,3,1,1,2,1,2,1,1,2,1,1,0,2,1,2,1,1,1,1,3,2,2,1,2,3,1,2,2,2,2,0,0
186,2,3,2,2,1,2,3,1,1,1,1,2,1,1,2,1,1,0,2,2,2,1,1,1,2,2,2,1,2,0,3,1,2,1,2,2,0,0
187,2,3,2,2,2,2,2,1,3,2,3,2,1,1,2,3,2,0,1,2,2,1,1,1,1,1,2,1,3,0,1,1,2,2,2,2,0,0
188,2,3,1,2,1,2,1,1,1,3,1,2,1,1,2,1,1,1,2,2,2,1,1,2,1,2,2,1,1,0,3,1,2,2,3,2,0,0
189,2,3,2,2,2,2,3,1,2,2,2,2,1,1,2,3,1,0,2,2,2,1,1,1,2,1,2,2,1,0,3,1,2,2,2,2,0,0
190,2,3,2,2,1,2,3,4,2,1,1,2,1,2,2,1,1,0,2,2,2,1,1,2,2,2,2,2,4,0,2,1,2,1,2,2,0,0
191,2,3,2,2,2,1,2,1,2,2,1,2,1,1,2,1,2,0,0,2,2,1,1,3,1,2,2,2,1,0,2,1,2,1,1,2,0,0
192,4,3,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,0,0,2,1,2,1,1,1,1,2,2,1,0,3,1,2,3,2,2,0,0
193,2,3,2,2,1,2,3,1,1,1,1,2,1,1,2,3,1,0,2,2,2,1,1,2,1,2,2,1,1,0,3,1,2,2,2,2,0,0
194,2,1,1,1,2,2,2,2,2,2,3,2,1,1,2,3,1,1,2,2,2,1,2,1,1,1,2,2,1,0,2,3,2,2,2,2,0,0
195,2,3,2,2,2,2,3,1,1,2,1,1,1,1,2,1,2,1,2,2,2,2,1,1,1,1,2,2,1,0,3,1,2,1,2,2,0,0
196,2,3,1,2,3,2,2,1,1,1,2,2,1,1,2,1,2,0,0,3,2,2,1,1,1,1,2,1,2,0,1,1,2,2,2,2,0,0
197,2,3,2,2,2,2,1,1,1,2,1,2,1,1,2,3,1,1,2,2,2,2,1,1,1,1,2,2,1,0,1,1,2,1,2,2,0,0
198,2,3,2,2,1,2,3,1,1,1,1,2,1,1,2,3,1,0,2,2,2,1,1,2,4,2,2,1,3,0,3,1,2,1,3,2,0,0
199,2,3,2,2,2,2,2,2,1,2,1,2,1,1,2,3,1,1,1,2,2,1,1,2,1,2,2,2,3,2,2,2,2,2,2,2,0,0
200,2,3,2,2,2,2,1,1,1,2,3,2,1,2,2,3,1,0,2,2,2,2,1,1,1,2,2,2,1,0,3,1,2,2,2,2,0,0
201,2,3,1,2,2,2,2,4,1,1,1,1,2,1,2,1,1,0,0,2,2,2,1,1,1,2,2,1,2,0,2,1,2,1,2,2,0,0
202,2,3,2,2,2,2,1,1,1,3,4,2,1,1,2,1,1,1,2,2,2,1,1,1,2,2,2,2,4,0,1,1,2,1,2,2,0,0
203,2,3,2,1,2,2,1,1,1,2,2,2,2,2,2,3,2,0,2,2,2,1,1,2,1,2,2,1,1,0,3,2,2,2,3,1,0,0
204,2,3,2,2,2,2,3,1,1,2,1,2,1,1,2,1,1,1,2,2,2,2,1,1,1,1,2,2,3,0,1,1,2,1,2,2,0,0
205,2,3,2,2,2,2,3,1,1,2,1,2,1,1,2,1,1,1,2,2,2,2,1,1,1,1,2,2,1,0,1,1,2,1,2,2,0,0
206,2,3,2,3,1,2,2,2,1,2,1,2,2,1,2,2,1,0,0,1,2,2,1,2,4,1,2,2,2,0,1,2,2,1,3,2,0,0
207,2,3,1,2,1,2,2,1,4,2,2,2,2,1,2,3,2,0,2,1,1,1,1,1,1,2,2,1,3,0,2,1,2,2,2,2,0,0
208,4,3,2,2,3,2,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,2,2,1,2,0,3,2,2,1,2,2,0,0
209,2,2,2,2,1,1,1,1,1,2,2,2,2,1,2,1,2,1,2,2,2,2,1,2,2,1,2,2,1,0,2,1,2,2,2,2,0,0
210,2,2,1,1,1,2,2,2,1,2,1,2,1,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,0,3,2,2,2,2,1,0,0
211,2,3,2,1,1,1,2,2,2,2,1,2,1,1,2,1,2,0,2,3,1,2,1,1,1,1,2,2,1,0,3,1,2,2,2,2,0,0
212,2,1,1,3,1,1,1,1,1,1,1,1,2,2,2,3,1,0,1,1,1,1,1,1,1,1,2,2,1,0,2,2,2,1,2,1,0,0
213,2,3,1,1,2,1,1,1,1,1,2,2,2,1,2,3,2,0,2,2,2,1,1,2,2,2,2,1,3,0,3,1,2,2,2,2,0,0
214,2,3,2,2,2,1,2,2,1,2,1,2,2,1,2,1,2,1,1,2,2,1,1,1,1,1,2,3,1,0,3,1,2,2,2,2,0,0
215,4,3,1,3,2,2,3,1,1,2,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,2,2,1,0,3,1,2,2,2,2,0,0
216,2,3,1,1,1,2,1,1,1,2,1,2,2,1,2,3,2,0,2,2,2,1,1,1,1,2,2,2,1,0,2,2,2,2,2,2,0,0
217,2,3,2,2,3,2,1,1,1,1,1,2,1,1,2,1,1,0,2,2,2,1,1,1,1,2,2,1,1,0,3,1,2,2,2,2,0,0
218,2,3,2,2,2,2,1,2,1,1,1,1,4,2,2,1,2,0,2,2,2,1,1,1,1,1,2,2,1,0,1,2,2,1,2,2,0,0
219,2,3,2,2,2,2,3,1,1,2,1,1,1,1,2,1,1,1,2,2,2,1,1,1,2,2,2,2,1,0,3,1,2,2,2,2,0,0
220,2,3,2,2,2,2,3,1,1,1,1,2,1,1,2,1,2,0,2,4,2,1,1,1,1,1,2,2,1,0,1,2,2,2,2,2,0,0
221,2,3,2,2,2,2,2,1,2,2,3,2,1,1,2,3,2,1,2,2,2,1,1,1,1,2,2,2,1,0,3,1,2,2,2,2,0,0
222,2,3,1,2,1,2,3,1,2,2,1,2,2,1,2,1,1,0,2,4,2,1,1,1,2,1,2,1,3,0,2,1,2,2,3,2,0,0
223,2,3,2,2,2,2,2,1,1,1,1,2,1,2,2,1,1,0,2,3,2,1,1,1,1,1,2,1,1,0,3,1,2,2,2,2,0,0
224,2,3,2,2,3,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,2,1,1,2,1,1,2,1,1,0,3,1,2,1,2,2,0,0
225,2,3,2,4,3,3,1,2,1,2,2,2,2,1,2,1,1,1,2,2,2,2,1,2,1,1,4,1,1,0,3,1,2,1,2,2,0,0
226,2,3,1,2,2,2,2,2,1,1,1,2,1,1,2,2,2,0,2,2,2,1,1,1,1,1,2,2,1,0,3,1,2,2,2,2,0,0
227,1,3,2,2,1,2,2,1,1,1,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,1,1,0,3,2,4,1,2,2,0,0
228,2,3,2,2,2,2,3,1,2,2,1,2,1,1,2,1,2,0,2,2,2,1,1,2,1,2,2,1,1,0,3,1,2,2,2,2,0,0
229,2,1,2,3,2,2,2,3,3,2,1,2,2,1,2,1,1,1,2,0,2,2,2,2,2,1,2,2,1,0,1,3,1,3,1,2,0,0
230,2,3,2,2,2,2,3,1,1,1,1,1,1,1,2,1,2,1,2,2,2,1,1,2,1,2,2,1,1,0,3,1,2,1,2,2,0,0
231,2,3,2,1,2,2,1,1,4,2,1,2,1,1,2,1,1,0,2,2,2,2,1,2,1,2,2,2,1,0,1,1,2,2,3,2,0,0
232,2,3,2,2,1,2,2,1,2,2,1,2,1,1,2,1,2,1,2,2,2,1,2,1,1,1,2,2,1,0,2,2,2,2,3,2,0,0
233,2,3,2,2,2,2,3,2,1,2,1,2,1,1,2,1,2,1,2,2,2,1,1,2,2,2,2,2,1,0,2,2,2,2,2,2,0,0
234,2,3,2,2,2,2,3,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,2,1,2,1,1,0,3,1,2,1,3,2,0,0
235,2,3,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1,2,1,2,4,2,1,1,1,0,2,1,2,2,3,2,0,0
236,2,3,2,3,2,2,1,1,1,3,2,1,2,1,2,1,1,0,2,1,1,2,1,1,1,2,2,2,1,2,3,1,2,1,3,2,0,0
237,2,3,2,2,2,2,1,1,1,2,1,1,1,1,2,1,1,0,2,2,2,2,1,1,1,1,2,2,4,0,1,1,1,1,1,2,0,0
238,2,3,2,2,1,2,3,2,1,2,1,2,1,1,2,1,2,0,2,0,2,1,1,1,1,2,2,2,1,0,3,1,2,1,2,2,0,0
239,2,3,2,2,2,2,1,1,1,2,1,2,2,2,2,1,1,1,2,2,2,1,1,2,1,2,2,2,3,0,3,1,2,2,2,2,0,0
240,2,3,4,4,4,2,2,2,1,1,1,1,2,1,1,2,2,0,2,3,2,2,2,2,2,1,2,2,1,0,1,1,1,2,2,2,0,0
241,2,3,2,2,1,2,2,1,1,2,1,2,1,2,2,1,1,1,1,2,2,1,1,1,1,1,2,1,3,0,1,1,2,1,2,2,0,0
242,2,3,1,2,3,3,3,1,1,1,1,1,1,1,1,1,1,0,1,2,1,2,1,2,1,2,2,3,1,0,1,1,2,1,2,2,0,0
243,2,1,2,4,1,2,1,2,1,1,4,1,2,1,3,1,1,0,1,2,1,1,1,2,1,2,2,2,1,0,1,1,1,1,3,1,0,0
244,2,3,2,2,2,2,2,2,4,2,1,2,2,1,2,1,2,0,1,1,2,1,1,1,1,2,2,2,1,0,3,1,2,2,2,2,0,0
245,2,3,2,2,2,2,3,1,1,1,1,2,1,1,2,3,1,1,2,2,2,1,1,2,1,2,2,1,1,0,3,1,2,2,2,2,0,0
246,2,3,2,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,2,4,2,1,1,2,2,1,2,1,1,0,3,1,2,2,2,2,0,0
247,2,3,2,1,2,2,1,1,1,1,1,2,1,1,2,3,0,0,2,2,2,1,1,1,1,1,2,2,1,0,3,1,2,2,2,2,0,0
248,2,3,2,2,2,2,2,1,1,2,1,2,1,1,2,3,2,0,2,3,1,1,1,1,1,1,2,1,1,0,3,2,2,2,2,2,0,0
249,1,3,2,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,0,0,1,1,1,1,1,2,1,4,0,3,1,2,2,3,2,0,0
250,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,2,1,2,2,2,1,1,1,1,2,2,2,1,0,1,2,1,1,2,2,0,0
251,2,3,2,2,2,2,2,1,1,2,1,2,1,1,2,2,2,1,0,2,2,1,1,1,2,1,2,2,1,0,2,2,2,2,2,2,0,0
252,2,3,2,1,3,2,2,1,1,1,1,2,1,1,2,2,1,0,2,0,2,1,1,4,1,2,2,1,1,0,3,1,2,2,2,2,0,0
253,2,3,2,2,1,2,2,2,1,1,1,2,1,1,2,1,1,1,2,2,2,1,1,2,1,1,2,3,4,0,2,1,2,2,3,2,0,0
254,2,3,1,2,1,1,1,1,1,1,1,1,1,1,2,3,2,0,2,0,2,1,1,2,1,1,2,1,2,2,3,1,2,2,3,2,0,0
255,2,3,2,2,2,2,1,1,1,1,1,1,2,1,2,1,1,1,2,2,2,1,1,2,2,3,2,2,1,0,3,1,2,2,2,2,0,0
256,2,3,2,2,1,2,2,1,1,1,2,2,1,1,2,1,1,0,0,0,2,2,1,2,1,1,2,2,1,0,3,1,2,2,2,2,0,0
257,2,3,1,1,1,2,1,1,1,2,4,2,1,1,2,1,2,3,2,0,2,2,1,2,1,2,2,1,1,0,2,3,2,1,3,2,0,0
258,2,3,2,1,2,2,1,1,2,2,2,2,2,1,2,1,1,1,0,2,2,1,1,2,1,2,2,2,2,0,3,1,2,1,2,2,0,0
259,2,3,2,2,2,2,2,1,1,2,1,2,1,1,2,1,2,0,2,4,2,1,1,1,1,2,2,2,1,0,2,1,2,1,2,2,0,0
260,2,3,1,2,2,2,2,1,1,2,1,2,1,1,2,3,2,0,2,2,2,1,1,1,2,1,2,2,4,0,3,1,2,2,2,2,0,0
261,2,3,2,2,2,2,2,1,1,2,1,2,1,1,2,1,2,0,2,1,2,1,1,1,1,1,2,1,1,0,3,1,2,1,1,2,0,0
262,2,3,1,2,1,3,3,1,1,1,1,2,1,2,2,2,1,1,1,2,2,1,1,1,1,2,2,1,2,0,1,1,2,1,3,2,0,0
263,2,3,2,2,2,2,2,1,1,1,1,2,1,2,2,3,1,1,2,2,2,1,1,2,1,1,2,1,2,0,3,1,2,2,2,2,0,0
264,3,3,2,2,1,1,2,2,2,2,1,2,1,1,2,2,1,1,2,2,2,1,2,1,1,1,2,4,1,0,1,2,2,2,2,2,0,0
265,2,3,2,2,2,2,2,1,1,1,1,2,1,2,2,1,1,0,2,3,2,1,1,1,1,1,2,1,3,0,2,2,2,1,2,2,0,0
266,2,2,1,4,1,2,1,1,1,1,3,1,1,1,2,3,1,0,1,3,2,1,1,2,1,2,1,2,2,0,2,1,2,1,3,2,0,0
267,2,3,2,2,1,2,3,1,1,1,1,2,2,1,2,3,1,1,2,2,1,1,1,1,2,1,2,1,1,2,3,1,2,1,2,2,0,0
268,2,3,2,2,2,2,2,1,1,1,1,2,1,2,2,1,1,0,1,2,2,1,1,2,1,2,2,1,3,0,1,1,2,1,2,2,0,0
269,2,2,1,2,1,1,1,1,1,1,2,2,2,1,2,1,2,0,2,1,2,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,0,0
270,2,3,4,1,1,1,1,1,1,1,1,2,1,2,2,1,1,0,0,0,1,2,2,2,2,2,2,2,2,0,3,1,2,1,2,2,0,0
271,2,3,1,1,2,2,1,1,1,1,3,1,1,1,2,1,1,1,2,2,2,1,1,1,1,2,2,1,3,0,2,1,2,2,2,2,0,0
272,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,0,2,2,2,1,1,1,2,2,2,2,3,0,3,1,2,1,2,2,0,0
273,2,3,2,2,2,2,1,1,1,1,1,2,2,1,2,3,2,0,2,2,2,1,1,1,1,2,2,2,2,2,3,1,2,2,2,2,0,0
274,2,3,2,2,1,1,1,1,1,1,2,1,2,1,3,3,2,0,2,2,2,2,1,2,2,2,2,2,3,2,2,1,2,1,2,2,0,0
275,2,3,2,2,2,2,3,1,1,2,1,2,1,1,2,1,1,0,2,2,2,1,1,3,1,1,2,1,1,0,2,1,2,2,2,2,0,0
276,4,3,2,2,2,2,1,1,1,1,4,2,2,1,2,1,1,0,2,2,1,1,1,1,1,1,2,1,1,0,3,1,2,2,2,2,0,0
277,2,3,2,2,1,2,1,1,1,2,1,2,2,2,2,1,1,0,2,2,2,2,1,2,1,1,2,1,3,0,1,1,2,1,2,2,0,0
278,1,3,3,3,1,1,1,1,1,2,1,1,2,1,2,3,1,0,2,0,2,1,1,3,1,2,2,2,1,0,3,1,1,2,2,2,0,0
279,2,2,2,2,1,2,2,2,1,4,4,2,2,1,2,1,1,0,1,2,2,2,1,1,1,1,2,1,1,0,1,1,2,2,2,2,0,0
280,2,3,2,2,2,2,3,1,1,1,3,2,2,2,2,1,1,1,2,2,2,1,1,1,1,1,2,2,1,0,3,2,2,2,2,2,0,0
281,2,3,2,1,2,2,1,2,1,1,1,2,1,1,2,1,2,1,2,0,1,1,1,1,2,1,2,2,1,0,3,1,2,1,2,2,0,0
282,2,3,2,2,1,2,3,1,1,2,1,2,1,1,2,1,1,0,2,2,2,1,1,2,1,2,2,1,1,0,3,1,2,2,2,2,0,0
283,2,3,3,1,2,2,1,1,1,2,1,2,1,1,2,1,1,3,2,2,2,1,1,1,1,1,2,1,1,0,3,1,2,2,2,2,0,0
284,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,0,2,0,2,2,1,2,1,1,2,2,2,0,2,1,2,1,2,1,0,0
285,2,3,2,1,2,2,3,1,1,1,1,2,1,1,2,3,2,0,2,2,2,1,1,1,1,1,2,2,1,0,3,1,2,1,2,2,0,0
286,2,3,2,2,2,2,2,1,1,2,3,2,2,1,2,3,1,0,2,2,2,3,1,1,1,2,2,1,2,0,1,1,2,2,2,2,0,0
287,2,2,2,2,2,2,1,1,1,1,1,2,1,1,2,3,2,1,2,2,2,2,1,2,1,2,2,2,1,0,3,3,2,1,2,2,0,0
288,2,3,2,1,2,2,2,1,1,1,1,2,1,2,2,1,1,1,1,0,1,2,1,2,1,1,2,2,3,0,1,1,2,2,2,2,0,0
289,2,3,2,2,1,2,1,1,1,2,1,2,1,1,2,1,2,1,2,2,2,1,1,1,1,1,2,1,1,0,3,1,2,2,2,2,0,0
290,2,3,2,2,2,2,3,2,1,1,3,2,2,2,2,3,2,0,2,2,2,2,1,2,1,1,1,1,1,0,3,1,2,1,2,2,0,0
291,2,3,2,2,3,2,1,1,1,1,1,2,1,1,2,1,1,1,2,2,2,1,1,1,1,1,2,2,1,0,3,1,2,2,2,2,0,0
292,4,3,2,2,1,2,2,4,1,1,1,2,1,1,2,1,1,1,1,2,2,2,1,1,1,1,2,2,1,2,2,1,1,2,2,4,0,0
293,2,3,2,2,2,2,3,1,1,1,1,2,2,1,2,2,1,1,2,2,1,1,1,2,1,1,2,2,1,0,2,2,2,2,2,2,0,0
294,2,2,1,1,1,2,2,1,1,1,2,1,2,1,2,2,1,0,2,3,2,1,1,1,1,1,2,1,1,0,1,1,2,2,2,2,0,0
295,2,3,2,2,1,2,1,1,1,1,1,2,2,1,2,1,2,1,2,2,2,1,1,1,1,2,2,2,1,0,3,1,2,1,1,2,0,0
296,2,3,2,2,2,2,3,4,1,2,1,2,1,1,2,2,1,0,2,4,2,1,2,1,1,2,2,2,2,0,1,2,2,2,2,2,0,0
297,2,3,2,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,2,2,2,1,1,2,1,2,2,1,1,0,1,1,2,1,2,2,0,0
298,2,2,2,2,1,3,3,1,1,2,1,1,1,1,1,1,1,1,1,3,1,2,1,2,1,1,2,1,1,0,3,1,1,1,3,2,0,0
299,2,3,1,1,1,2,1,1,1,2,2,2,1,1,2,1,1,1,2,2,1,2,2,1,1,3,2,1,2,0,3,1,2,2,2,2,0,0
300,2,3,2,2,3,2,2,1,1,2,2,2,1,1,2,2,1,0,2,2,2,1,1,2,1,2,2,2,2,0,2,1,2,1,2,2,0,0
301,2,2,2,4,2,2,3,4,1,1,1,2,1,1,2,1,2,0,1,2,2,1,1,1,1,2,2,2,1,0,3,1,2,2,2,2,0,0
302,2,1,1,2,2,2,1,1,1,2,1,2,1,2,2,2,2,0,0,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,0,0
303,2,3,2,2,1,2,3,1,1,1,1,2,1,1,2,3,0,1,2,2,2,1,1,1,1,1,2,1,4,4,3,1,2,2,2,2,0,0
304,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,0,2,2,2,2,2,2,1,1,2,1,4,0,1,1,1,1,3,2,0,0
305,2,3,2,2,2,2,2,1,1,1,2,2,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,1,0,2,1,2,1,2,2,0,0
306,1,3,2,2,2,2,2,2,1,2,2,2,1,1,2,1,1,0,0,0,2,2,1,2,2,2,2,2,1,0,1,1,2,2,2,2,0,0
307,2,3,2,2,2,2,2,1,1,2,1,2,1,1,2,3,2,0,2,3,2,2,1,2,2,2,2,2,1,0,2,1,2,2,2,2,0,0
308,2,3,1,2,1,2,3,1,1,2,2,2,2,1,2,2,1,1,2,2,2,1,1,1,1,1,2,2,3,0,2,1,2,2,2,2,0,0
309,2,3,2,2,2,2,3,1,1,1,1,2,1,1,2,3,1,0,2,2,2,1,1,1,1,1,2,1,1,0,2,1,2,2,3,2,0,0
310,2,3,2,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,2,3,2,1,1,1,1,1,2,2,1,0,3,1,2,2,2,2,0,0
311,4,3,2,2,1,2,2,1,1,1,1,2,1,1,2,1,1,1,2,2,2,1,1,1,1,2,2,1,1,0,1,2,2,2,2,2,0,0
312,2,2,1,2,3,2,3,1,1,2,1,1,2,1,1,1,1,0,2,0,1,2,1,1,1,1,2,1,1,4,3,2,2,1,3,2,0,0
313,2,2,2,2,2,2,2,4,2,2,2,2,3,1,2,3,1,1,2,3,2,2,1,1,1,1,3,1,2,0,3,2,2,2,2,2,0,0
314,2,3,1,1,1,1,1,4,3,3,1,1,1,1,2,2,2,0,4,2,0,2,1,2,1,1,2,2,1,0,3,1,2,2,2,2,0,0
315,2,3,2,2,2,2,1,1,1,1,3,2,2,2,2,1,1,1,2,0,2,1,1,2,1,1,2,3,3,0,3,2,2,2,2,2,0,0
316,2,3,2,1,1,2,2,1,1,1,1,2,1,1,2,1,1,1,2,2,2,2,2,2,1,2,2,2,1,0,2,1,2,2,2,2,0,0
317,2,3,2,2,2,2,1,1,1,2,2,2,2,1,2,3,2,0,2,2,2,1,2,1,2,1,2,2,1,0,3,1,2,2,2,2,0,0
318,2,3,2,2,2,2,3,1,1,2,1,2,1,2,2,1,1,0,2,0,2,3,1,1,1,1,2,1,1,0,3,1,2,2,2,2,0,0
319,2,1,1,2,2,2,1,1,3,2,1,2,1,2,2,3,1,0,0,2,2,2,2,2,1,2,2,2,1,0,1,1,2,1,2,2,0,0
320,2,3,2,2,1,2,3,1,1,2,1,2,1,1,2,3,1,0,2,2,2,1,1,2,1,2,2,1,1,0,1,1,2,1,2,2,0,0
321,4,3,3,3,3,2,3,1,2,2,2,2,1,1,2,1,1,0,2,2,2,1,2,1,1,1,2,1,1,2,3,1,2,2,2,2,0,0
322,2,3,2,2,2,2,3,2,2,2,1,2,2,1,2,1,2,0,2,2,2,1,1,1,1,2,2,2,1,0,3,1,2,2,2,2,0,0
323,4,3,2,2,4,2,3,1,2,2,2,2,2,2,2,1,2,0,2,2,2,1,1,1,2,2,2,2,1,0,3,1,2,1,3,2,0,0
324,2,3,2,2,4,2,1,1,1,2,1,2,2,1,2,3,1,0,2,2,2,1,1,1,2,1,2,1,1,0,1,1,2,2,2,2,0,0
325,2,3,4,4,1,1,3,1,1,2,1,2,1,1,1,1,1,0,2,4,2,1,1,2,1,2,2,1,1,0,1,1,1,1,2,2,0,0
326,2,3,2,2,1,2,2,2,1,2,1,2,1,2,2,2,1,0,1,4,2,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2,0,0
327,2,3,2,2,2,2,1,1,1,1,1,2,1,1,2,3,2,0,2,1,1,1,1,4,4,1,2,2,1,0,3,1,2,1,2,2,0,0
328,1,3,2,2,2,2,2,2,1,2,1,2,1,1,2,1,1,1,2,2,2,1,1,1,1,1,2,2,1,0,2,1,2,1,1,2,0,0
329,2,3,2,2,1,2,3,4,4,2,2,2,1,2,2,1,2,1,2,2,2,2,1,3,2,2,2,1,1,2,3,2,2,2,1,2,0,0
330,2,3,2,2,2,2,2,1,1,1,1,2,1,1,2,3,2,1,2,2,2,1,1,1,2,2,2,1,2,0,1,1,1,2,2,2,0,0
331,2,3,2,2,2,2,3,1,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,1,1,2,1,1,0,1,1,2,2,2,2,0,0
332,2,3,2,2,2,2,2,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,2,2,1,2,0,1,2,2,2,2,2,0,0
333,2,3,2,2,1,2,1,1,1,2,1,2,1,2,2,1,1,0,2,0,2,1,1,1,2,2,2,1,1,0,2,2,2,2,2,2,0,0
334,2,3,1,3,1,2,1,1,3,3,1,2,3,2,2,1,1,0,2,3,2,1,1,2,1,2,2,2,1,0,3,1,2,2,3,2,0,0
335,2,3,2,2,2,2,2,1,1,2,2,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,2,1,1,0,3,1,2,2,3,2,0,0
336,2,3,2,2,2,2,3,1,1,1,1,2,1,1,2,1,1,1,2,2,2,1,1,1,1,1,2,1,1,0,3,1,2,2,2,2,0,0
337,2,2,2,2,2,2,1,1,1,1,3,2,2,1,2,1,1,0,2,2,2,2,1,2,4,1,2,2,1,2,1,1,2,1,2,2,0,0
338,2,3,2,2,2,2,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,1,1,1,1,1,2,2,1,0,2,1,2,2,2,2,0,0
339,3,3,1,1,1,2,2,1,1,1,1,1,2,1,1,1,2,0,2,2,2,1,1,2,2,2,2,1,4,0,3,1,2,1,1,2,0,0
340,2,3,2,2,1,2,2,1,1,1,1,2,1,1,2,1,1,0,2,2,2,1,1,2,1,1,2,1,1,0,3,1,2,2,2,2,0,0
341,2,3,2,2,1,2,3,1,1,2,1,2,1,1,2,1,1,0,2,2,2,1,1,1,2,2,2,2,1,0,3,1,2,2,2,2,0,0
342,3,3,2,2,1,2,3,1,4,4,1,1,2,1,2,1,1,0,1,2,2,2,2,2,4,2,2,2,3,0,3,3,2,3,3,2,0,0
343,2,3,2,2,2,2,2,1,1,2,1,2,1,2,2,2,1,1,2,2,2,1,1,1,1,1,2,1,1,0,2,1,2,2,2,2,0,0
344,2,3,2,2,2,2,2,1,1,2,3,1,1,1,2,2,1,0,1,3,2,1,1,2,1,2,2,1,3,0,3,1,2,1,2,2,0,0
345,2,3,2,2,3,2,3,1,1,1,1,2,1,2,2,1,2,0,1,2,2,2,1,1,1,1,2,2,3,0,2,1,2,2,2,2,0,0
346,2,3,1,2,2,2,2,1,1,2,1,2,1,2,2,1,2,0,2,2,2,1,1,2,1,2,2,2,4,0,1,1,2,1,2,2,0,0
347,2,3,2,2,2,2,3,2,2,2,2,2,2,1,2,3,1,0,2,0,2,1,1,1,1,1,2,2,1,0,2,1,2,2,2,2,0,0
348,2,2,3,3,1,2,3,1,1,2,1,2,1,2,2,1,1,0,1,0,2,1,1,2,1,2,3,2,1,2,3,1,2,2,2,2,0,0
349,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,1,3,2,1,1,0,3,1,2,1,2,2,0,0
350,2,3,2,2,2,2,3,2,1,2,1,2,1,1,2,1,1,0,2,4,2,1,1,1,1,2,2,1,3,0,3,2,2,2,2,2,0,0
351,2,3,2,2,2,2,1,1,1,1,2,2,2,1,2,2,1,0,2,2,2,2,1,2,2,2,2,2,4,0,2,1,2,2,2,2,0,0
352,2,3,2,1,1,2,2,1,1,1,1,2,1,1,2,2,1,0,2,3,2,1,1,1,1,2,2,1,1,0,2,1,2,1,2,2,0,0
353,2,1,1,2,2,2,2,1,1,2,1,2,1,1,2,3,1,0,1,1,2,1,1,1,1,1,2,1,1,0,3,1,2,1,2,2,0,0
354,2,3,2,2,2,2,1,1,1,2,1,2,1,1,2,1,2,1,2,2,2,1,1,2,1,1,2,2,3,0,3,2,2,1,1,2,0,0
